id,clasificacion,puntuacion,razon_principal
PROC00648,Manual,0,Proceso estándar
PROC00649,Manual,0,Proceso estándar
PROC00650,Manual,0,Proceso estándar
PROC00651,Manual,0,Proceso estándar
PROC00652,Manual,0,Proceso estándar
PROC00653,Manual,0,Proceso estándar
PROC00654,Manual,0,Proceso estándar
PROC00655,Manual,0,Proceso estándar
PROC00656,Manual,0,Proceso estándar
PROC00657,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00658,Manual,0,Proceso estándar
PROC00659,Manual,0,Proceso estándar
PROC00660,Manual,0,Proceso estándar
PROC00661,Manual,0,Proceso estándar
PROC00662,Manual,0,Proceso estándar
PROC00663,Manual,0,Proceso estándar
PROC00664,Revisión,2,Múltiples errores (2)
PROC00665,Manual,0,Proceso estándar
PROC00666,Manual,0,Proceso estándar
PROC00667,Manual,0,Proceso estándar
PROC00668,Manual,0,Proceso estándar
PROC00669,Manual,0,Proceso estándar
PROC00670,Revisión,2,Múltiples errores (2)
PROC00671,Manual,0,Proceso estándar
PROC00672,Manual,0,Proceso estándar
PROC00673,Manual,0,Proceso estándar
PROC00674,Manual,0,Proceso estándar
PROC00675,Manual,0,Proceso estándar
PROC00676,Manual,0,Proceso estándar
PROC00677,Manual,0,Proceso estándar
PROC00678,Manual,0,Proceso estándar
PROC00679,Manual,0,Proceso estándar
PROC00680,Manual,0,Proceso estándar
PROC00681,Manual,0,Proceso estándar
PROC00682,Manual,0,Proceso estándar
PROC00683,Manual,0,Proceso estándar
PROC00684,Manual,0,Proceso estándar
PROC00685,Manual,0,Proceso estándar
PROC00686,Manual,0,Proceso estándar
PROC00687,Manual,0,Proceso estándar
PROC00688,Manual,0,Proceso estándar
PROC00689,Manual,0,Proceso estándar
PROC00690,Manual,0,Proceso estándar
PROC00691,Manual,0,Proceso estándar
PROC00692,Manual,0,Proceso estándar
PROC00693,Manual,0,Proceso estándar
PROC00694,Manual,0,Proceso estándar
PROC00695,Manual,0,Proceso estándar
PROC00696,Manual,0,Proceso estándar
PROC00697,Manual,0,Proceso estándar
PROC00698,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00699,Manual,0,Proceso estándar
PROC00700,Manual,0,Proceso estándar
PROC00701,Manual,0,Proceso estándar
PROC00702,Manual,0,Proceso estándar
PROC00703,Manual,0,Proceso estándar
PROC00704,Manual,0,Proceso estándar
PROC00705,Manual,0,Proceso estándar
PROC00706,Manual,0,Proceso estándar
PROC00707,Manual,0,Proceso estándar
PROC00708,Manual,0,Proceso estándar
PROC00709,Manual,0,Proceso estándar
PROC00710,Manual,0,Proceso estándar
PROC00711,Manual,0,Proceso estándar
PROC00712,Revisión,2,Múltiples errores (4)
PROC00713,Manual,0,Proceso estándar
PROC00714,Manual,0,Proceso estándar
PROC00715,Manual,0,Proceso estándar
PROC00716,Manual,1,Prioridad Urgente
PROC00717,Manual,0,Proceso estándar
PROC00718,Manual,0,Proceso estándar
PROC00719,Manual,0,Proceso estándar
PROC00720,Revisión,2,Múltiples errores (2)
PROC00721,Manual,0,Proceso estándar
PROC00722,Manual,0,Proceso estándar
PROC00723,Manual,0,Proceso estándar
PROC00724,Manual,0,Proceso estándar
PROC00725,Manual,0,Proceso estándar
PROC00726,Manual,0,Proceso estándar
PROC00727,Revisión,2,Múltiples errores (3)
PROC00728,Revisión,2,Múltiples errores (2)
PROC00729,Manual,0,Proceso estándar
PROC00730,Manual,0,Proceso estándar
PROC00731,Manual,0,Proceso estándar
PROC00732,Manual,0,Proceso estándar
PROC00733,Revisión,2,Múltiples errores (2)
PROC00734,Manual,0,Proceso estándar
PROC00735,Manual,0,Proceso estándar
PROC00736,Manual,1,Prioridad Urgente
PROC00737,Manual,0,Proceso estándar
PROC00738,Manual,0,Proceso estándar
PROC00739,Manual,0,Proceso estándar
PROC00740,Manual,0,Proceso estándar
PROC00741,Manual,0,Proceso estándar
PROC00742,Manual,0,Proceso estándar
PROC00743,Manual,0,Proceso estándar
PROC00744,Manual,0,Proceso estándar
PROC00745,Manual,0,Proceso estándar
PROC00746,Revisión,2,Múltiples errores (2)
PROC00747,Manual,0,Proceso estándar
PROC00748,Manual,0,Proceso estándar
PROC00749,Manual,0,Proceso estándar
PROC00750,Manual,0,Proceso estándar
PROC00751,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00752,Manual,0,Proceso estándar
PROC00753,Manual,0,Proceso estándar
PROC00754,Manual,0,Proceso estándar
PROC00755,Manual,0,Proceso estándar
PROC00756,Manual,0,Proceso estándar
PROC00757,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00758,Manual,0,Proceso estándar
PROC00759,Manual,0,Proceso estándar
PROC00760,Manual,0,Proceso estándar
PROC00761,Revisión,2,Múltiples errores (2)
PROC00762,Manual,0,Proceso estándar
PROC00763,Manual,0,Proceso estándar
PROC00764,Manual,0,Proceso estándar
PROC00765,Manual,0,Proceso estándar
PROC00766,Manual,0,Proceso estándar
PROC00767,Manual,0,Proceso estándar
PROC00768,Manual,0,Proceso estándar
PROC00769,Manual,0,Proceso estándar
PROC00770,Manual,0,Proceso estándar
PROC00771,Manual,0,Proceso estándar
PROC00772,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00773,Manual,0,Proceso estándar
PROC00774,Revisión,2,Múltiples errores (2)
PROC00775,Manual,0,Proceso estándar
PROC00776,Manual,0,Proceso estándar
PROC00777,Manual,0,Proceso estándar
PROC00778,Manual,0,Proceso estándar
PROC00779,Manual,0,Proceso estándar
PROC00780,Manual,0,Proceso estándar
PROC00781,Manual,0,Proceso estándar
PROC00782,Manual,0,Proceso estándar
PROC00783,Manual,0,Proceso estándar
PROC00784,Revisión,3,Múltiples errores (2)
PROC00785,Manual,0,Proceso estándar
PROC00786,Manual,0,Proceso estándar
PROC00787,Manual,0,Proceso estándar
PROC00788,Manual,0,Proceso estándar
PROC00789,Manual,0,Proceso estándar
PROC00790,Manual,0,Proceso estándar
PROC00791,Manual,0,Proceso estándar
PROC00792,Manual,0,Proceso estándar
PROC00793,Manual,0,Proceso estándar
PROC00794,Manual,0,Proceso estándar
PROC00795,Manual,0,Proceso estándar
PROC00796,Manual,0,Proceso estándar
PROC00797,Revisión,2,Múltiples errores (2)
PROC00798,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00799,Revisión,2,Múltiples errores (2)
PROC00800,Manual,0,Proceso estándar
PROC00801,Manual,1,Prioridad Urgente
PROC00802,Manual,0,Proceso estándar
PROC00803,Manual,0,Proceso estándar
PROC00804,Revisión,2,Múltiples errores (2)
PROC00805,Manual,0,Proceso estándar
PROC00806,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00807,Manual,0,Proceso estándar
PROC00808,Manual,0,Proceso estándar
PROC00809,Manual,0,Proceso estándar
PROC00810,Manual,0,Proceso estándar
PROC00811,Manual,0,Proceso estándar
PROC00812,Revisión,2,Múltiples errores (2)
PROC00813,Manual,0,Proceso estándar
PROC00814,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00815,Revisión,2,Múltiples errores (2)
PROC00816,Manual,0,Proceso estándar
PROC00817,Manual,0,Proceso estándar
PROC00818,Manual,0,Proceso estándar
PROC00819,Manual,0,Proceso estándar
PROC00820,Manual,0,Proceso estándar
PROC00821,Manual,0,Proceso estándar
PROC00822,Revisión,2,Múltiples errores (2)
PROC00823,Manual,0,Proceso estándar
PROC00824,Manual,0,Proceso estándar
PROC00825,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00826,Manual,0,Proceso estándar
PROC00827,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00828,Manual,0,Proceso estándar
PROC00829,Manual,1,Prioridad Urgente
PROC00830,Manual,0,Proceso estándar
PROC00831,Manual,0,Proceso estándar
PROC00832,Manual,0,Proceso estándar
PROC00833,Manual,0,Proceso estándar
PROC00834,Revisión,2,Múltiples errores (2)
PROC00835,Manual,1,Prioridad Urgente
PROC00836,Manual,0,Proceso estándar
PROC00837,Manual,0,Proceso estándar
PROC00838,Manual,0,Proceso estándar
PROC00839,Revisión,2,Múltiples errores (3)
PROC00840,Manual,0,Proceso estándar
PROC00841,Manual,0,Proceso estándar
PROC00842,Manual,0,Proceso estándar
PROC00843,Manual,0,Proceso estándar
PROC00844,Manual,0,Proceso estándar
PROC00845,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00846,Manual,0,Proceso estándar
PROC00847,Manual,0,Proceso estándar
PROC00848,Manual,0,Proceso estándar
PROC00849,Manual,0,Proceso estándar
PROC00850,Manual,0,Proceso estándar
PROC00851,Manual,0,Proceso estándar
PROC00852,Manual,0,Proceso estándar
PROC00853,Manual,0,Proceso estándar
PROC00854,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00855,Manual,0,Proceso estándar
PROC00856,Manual,0,Proceso estándar
PROC00857,Manual,0,Proceso estándar
PROC00858,Revisión,2,Múltiples errores (2)
PROC00859,Manual,0,Proceso estándar
PROC00860,Manual,0,Proceso estándar
PROC00861,Revisión,2,Múltiples errores (2)
PROC00862,Manual,0,Proceso estándar
PROC00863,Manual,0,Proceso estándar
PROC00864,Manual,0,Proceso estándar
PROC00865,Manual,0,Proceso estándar
PROC00866,Manual,0,Proceso estándar
PROC00867,Manual,0,Proceso estándar
PROC00868,Manual,0,Proceso estándar
PROC00869,Manual,0,Proceso estándar
PROC00870,Revisión,2,Múltiples errores (2)
PROC00871,Revisión,2,Múltiples errores (2)
PROC00872,Revisión,2,Múltiples errores (2)
PROC00873,Manual,0,Proceso estándar
PROC00874,Manual,0,Proceso estándar
PROC00875,Manual,0,Proceso estándar
PROC00876,Manual,0,Proceso estándar
PROC00877,Manual,0,Proceso estándar
PROC00878,Manual,1,Prioridad Urgente
PROC00879,Revisión,2,Múltiples errores (2)
PROC00880,Manual,0,Proceso estándar
PROC00881,Manual,0,Proceso estándar
PROC00882,Manual,0,Proceso estándar
PROC00883,Manual,0,Proceso estándar
PROC00884,Revisión,2,Múltiples errores (2)
PROC00885,Manual,0,Proceso estándar
PROC00886,Revisión,2,Múltiples errores (3)
PROC00887,Manual,0,Proceso estándar
PROC00888,Manual,0,Proceso estándar
PROC00889,Manual,0,Proceso estándar
PROC00890,Manual,0,Proceso estándar
PROC00891,Manual,1,Prioridad Urgente
PROC00892,Manual,0,Proceso estándar
PROC00893,Manual,0,Proceso estándar
PROC00894,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00895,Manual,0,Proceso estándar
PROC00896,Manual,0,Proceso estándar
PROC00897,Manual,0,Proceso estándar
PROC00898,Manual,0,Proceso estándar
PROC00899,Revisión,3,Múltiples errores (2)
PROC00900,Revisión,2,Múltiples errores (2)
PROC00901,Manual,0,Proceso estándar
PROC00902,Manual,0,Proceso estándar
PROC00903,Manual,0,Proceso estándar
PROC00904,Manual,0,Proceso estándar
PROC00905,Manual,0,Proceso estándar
PROC00906,Manual,0,Proceso estándar
PROC00907,Manual,0,Proceso estándar
PROC00908,Manual,0,Proceso estándar
PROC00909,Revisión,2,Múltiples errores (2)
PROC00910,Manual,0,Proceso estándar
PROC00911,Manual,0,Proceso estándar
PROC00912,Manual,0,Proceso estándar
PROC00913,Manual,0,Proceso estándar
PROC00914,Manual,0,Proceso estándar
PROC00915,Manual,0,Proceso estándar
PROC00916,Manual,0,Proceso estándar
PROC00917,Manual,1,Prioridad Urgente
PROC00918,Manual,0,Proceso estándar
PROC00919,Manual,0,Proceso estándar
PROC00920,Manual,0,Proceso estándar
PROC00921,Manual,0,Proceso estándar
PROC00922,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00923,Manual,0,Proceso estándar
PROC00924,Manual,0,Proceso estándar
PROC00925,Manual,0,Proceso estándar
PROC00926,Manual,0,Proceso estándar
PROC00927,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00928,Manual,0,Proceso estándar
PROC00929,Manual,0,Proceso estándar
PROC00930,Manual,0,Proceso estándar
PROC00931,Manual,0,Proceso estándar
PROC00932,Manual,0,Proceso estándar
PROC00933,Revisión,2,Múltiples errores (2)
PROC00934,Manual,0,Proceso estándar
PROC00935,Manual,0,Proceso estándar
PROC00936,Manual,0,Proceso estándar
PROC00937,Manual,0,Proceso estándar
PROC00938,Manual,0,Proceso estándar
PROC00939,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00940,Revisión,2,Múltiples errores (2)
PROC00941,Manual,0,Proceso estándar
PROC00942,Manual,0,Proceso estándar
PROC00943,Manual,0,Proceso estándar
PROC00944,Manual,0,Proceso estándar
PROC00945,Manual,0,Proceso estándar
PROC00946,Manual,1,Prioridad Urgente
PROC00947,Manual,0,Proceso estándar
PROC00948,Manual,0,Proceso estándar
PROC00949,Manual,0,Proceso estándar
PROC00950,Manual,0,Proceso estándar
PROC00951,Manual,0,Proceso estándar
PROC00952,Manual,0,Proceso estándar
PROC00953,Manual,0,Proceso estándar
PROC00954,Manual,0,Proceso estándar
PROC00955,Manual,0,Proceso estándar
PROC00956,Manual,0,Proceso estándar
PROC00957,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00958,Revisión,2,Múltiples errores (2)
PROC00959,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC00960,Manual,0,Proceso estándar
PROC00961,Manual,0,Proceso estándar
PROC00962,Manual,0,Proceso estándar
PROC00963,Manual,0,Proceso estándar
PROC00964,Manual,0,Proceso estándar
PROC00965,Manual,0,Proceso estándar
PROC00966,Manual,0,Proceso estándar
PROC00967,Manual,0,Proceso estándar
PROC00968,Manual,0,Proceso estándar
PROC00969,Manual,0,Proceso estándar
PROC00970,Manual,0,Proceso estándar
PROC00971,Manual,0,Proceso estándar
PROC00972,Manual,0,Proceso estándar
PROC00973,Manual,0,Proceso estándar
PROC00974,Manual,0,Proceso estándar
PROC00975,Manual,0,Proceso estándar
PROC00976,Manual,0,Proceso estándar
PROC00977,Manual,0,Proceso estándar
PROC00978,Manual,0,Proceso estándar
PROC00979,Manual,0,Proceso estándar
PROC00980,Revisión,2,Múltiples errores (2)
PROC00981,Manual,0,Proceso estándar
PROC00982,Manual,0,Proceso estándar
PROC00983,Manual,0,Proceso estándar
PROC00984,Manual,0,Proceso estándar
PROC00985,Manual,0,Proceso estándar
PROC00986,Manual,0,Proceso estándar
PROC00987,Manual,0,Proceso estándar
PROC00988,Manual,0,Proceso estándar
PROC00989,Manual,0,Proceso estándar
PROC00990,Manual,0,Proceso estándar
PROC00991,Manual,0,Proceso estándar
PROC00992,Manual,0,Proceso estándar
PROC00993,Manual,0,Proceso estándar
PROC00994,Manual,0,Proceso estándar
PROC00995,Manual,0,Proceso estándar
PROC00996,Manual,0,Proceso estándar
PROC00997,Manual,0,Proceso estándar
PROC00998,Manual,0,Proceso estándar
PROC00999,Manual,0,Proceso estándar
PROC01000,Manual,0,Proceso estándar
PROC01001,Manual,0,Proceso estándar
PROC01002,Manual,0,Proceso estándar
PROC01003,Manual,0,Proceso estándar
PROC01004,Manual,0,Proceso estándar
PROC01005,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01006,Manual,0,Proceso estándar
PROC01007,Manual,0,Proceso estándar
PROC01008,Manual,0,Proceso estándar
PROC01009,Manual,0,Proceso estándar
PROC01010,Manual,0,Proceso estándar
PROC01011,Manual,0,Proceso estándar
PROC01012,Manual,1,Prioridad Urgente
PROC01013,Manual,0,Proceso estándar
PROC01014,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01015,Manual,0,Proceso estándar
PROC01016,Manual,0,Proceso estándar
PROC01017,Revisión,2,Múltiples errores (2)
PROC01018,Manual,0,Proceso estándar
PROC01019,Manual,0,Proceso estándar
PROC01020,Revisión,2,Múltiples errores (2)
PROC01021,Manual,0,Proceso estándar
PROC01022,Manual,0,Proceso estándar
PROC01023,Manual,1,Prioridad Urgente
PROC01024,Manual,0,Proceso estándar
PROC01025,Manual,0,Proceso estándar
PROC01026,Manual,0,Proceso estándar
PROC01027,Manual,0,Proceso estándar
PROC01028,Revisión,2,Múltiples errores (2)
PROC01029,Manual,1,Prioridad Urgente
PROC01030,Manual,0,Proceso estándar
PROC01031,Manual,0,Proceso estándar
PROC01032,Manual,0,Proceso estándar
PROC01033,Manual,0,Proceso estándar
PROC01034,Manual,0,Proceso estándar
PROC01035,Manual,0,Proceso estándar
PROC01036,Manual,0,Proceso estándar
PROC01037,Manual,0,Proceso estándar
PROC01038,Manual,0,Proceso estándar
PROC01039,Manual,0,Proceso estándar
PROC01040,Manual,0,Proceso estándar
PROC01041,Manual,0,Proceso estándar
PROC01042,Manual,0,Proceso estándar
PROC01043,Manual,0,Proceso estándar
PROC01044,Manual,0,Proceso estándar
PROC01045,Manual,0,Proceso estándar
PROC01046,Manual,0,Proceso estándar
PROC01047,Manual,0,Proceso estándar
PROC01048,Revisión,2,Múltiples errores (2)
PROC01049,Manual,1,Prioridad Urgente
PROC01050,Manual,1,Prioridad Urgente
PROC01051,Manual,0,Proceso estándar
PROC01052,Manual,0,Proceso estándar
PROC01053,Manual,0,Proceso estándar
PROC01054,Manual,0,Proceso estándar
PROC01055,Manual,0,Proceso estándar
PROC01056,Manual,0,Proceso estándar
PROC01057,Manual,0,Proceso estándar
PROC01058,Manual,0,Proceso estándar
PROC01059,Manual,0,Proceso estándar
PROC01060,Manual,0,Proceso estándar
PROC01061,Manual,0,Proceso estándar
PROC01062,Manual,0,Proceso estándar
PROC01063,Manual,0,Proceso estándar
PROC01064,Manual,0,Proceso estándar
PROC01065,Manual,0,Proceso estándar
PROC01066,Manual,0,Proceso estándar
PROC01067,Manual,0,Proceso estándar
PROC01068,Manual,0,Proceso estándar
PROC01069,Manual,0,Proceso estándar
PROC01070,Manual,0,Proceso estándar
PROC01071,Manual,0,Proceso estándar
PROC01072,Manual,0,Proceso estándar
PROC01073,Manual,0,Proceso estándar
PROC01074,Manual,0,Proceso estándar
PROC01075,Revisión,2,Múltiples errores (2)
PROC01076,Manual,0,Proceso estándar
PROC01077,Manual,0,Proceso estándar
PROC01078,Manual,0,Proceso estándar
PROC01079,Revisión,2,Múltiples errores (2)
PROC01080,Manual,0,Proceso estándar
PROC01081,Manual,0,Proceso estándar
PROC01082,Manual,0,Proceso estándar
PROC01083,Manual,0,Proceso estándar
PROC01084,Manual,0,Proceso estándar
PROC01085,Manual,0,Proceso estándar
PROC01086,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC01087,Manual,0,Proceso estándar
PROC01088,Manual,0,Proceso estándar
PROC01089,Revisión,2,Múltiples errores (2)
PROC01090,Manual,0,Proceso estándar
PROC01091,Revisión,2,Múltiples errores (2)
PROC01092,Manual,0,Proceso estándar
PROC01093,Revisión,2,Múltiples errores (3)
PROC01094,Manual,0,Proceso estándar
PROC01095,Manual,0,Proceso estándar
PROC01096,Manual,0,Proceso estándar
PROC01097,Manual,0,Proceso estándar
PROC01098,Manual,0,Proceso estándar
PROC01099,Manual,0,Proceso estándar
PROC01100,Manual,0,Proceso estándar
PROC01101,Manual,0,Proceso estándar
PROC01102,Manual,0,Proceso estándar
PROC01103,Manual,0,Proceso estándar
PROC01104,Manual,0,Proceso estándar
PROC01105,Revisión,2,Múltiples errores (2)
PROC01106,Revisión,2,Múltiples errores (4)
PROC01107,Manual,0,Proceso estándar
PROC01108,Manual,0,Proceso estándar
PROC01109,Revisión,2,Múltiples errores (2)
PROC01110,Manual,1,Prioridad Urgente
PROC01111,Manual,0,Proceso estándar
PROC01112,Manual,0,Proceso estándar
PROC01113,Manual,0,Proceso estándar
PROC01114,Manual,0,Proceso estándar
PROC01115,Manual,0,Proceso estándar
